placekey,location_name,top_category,sub_category,naics_code,latitude,longitude,street_address,city,region,postal_code,raw_visit_counts,raw_visitor_counts,distance_from_home,median_dwell,device_type,year,month
zzy-222@5zb-72h-q9f,Dollar General,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,452319,33.663071,-114.23129,925 W. Main Street,Quartzsite,AZ,85346,122,73,26418,9,"{""android"":43,""ios"":28}",2021,9
226-222@8ts-d6h-rkz,Big Lots Stores,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,452319,33.468437,-112.22297,2020 N 75th Ave,Phoenix,AZ,85035,394,301,5070,21,"{""android"":179,""ios"":120}",2021,9
226-224@8tt-w4y-z9f,Express Stop,Grocery Stores,Convenience Stores,445120,31.411329,-109.8785,101 Arizona St,Bisbee,AZ,85603,29,24,10869,7,"{""android"":16,""ios"":8}",2021,9
zzw-223@5zb-wwt-t9z,Sprouts Farmers Market,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,33.637215,-112.18103,5665 W Bell Rd,Glendale,AZ,85308,877,554,5280,24,"{""android"":295,""ios"":258}",2021,9
222-222@5zb-xh6-cdv,McClendon's Select,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,33.629356,-112.2272,15888 N 77th Ave,Peoria,AZ,85382,9,7,5552,30,"{""android"":4,""ios"":4}",2021,9
229-222@8ts-3h7-5j9,Arizona Tomato Distributors,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,32.217709,-110.81343,8351 E Desert Steppes Dr,Tucson,AZ,85710,69,24,4131,67,"{""android"":14,""ios"":8}",2021,9
zzw-224@8tg-8yy-d35,Circle K,Grocery Stores,Convenience Stores,445120,35.026505,-110.7024,524 W Third St,Winslow,AZ,86047,98,54,2661,10,"{""android"":35,""ios"":17}",2021,9
222-222@8tt-7f9-7t9,The Green Olive,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,31.613073,-111.05161,2 Plaza Rd,Tubac,AZ,85646,10,10,131828,7.5,"{""android"":4,""ios"":0}",2021,9
222-224@5zb-xg6-nt9,Watermill Express,Specialty Food Stores,All Other Specialty Food Stores,445299,33.618401,-112.32527,12321 NW Grand Ave,El Mirage,AZ,85335,187,124,4958,14,"{""android"":61,""ios"":61}",2021,9
228-222@8ts-d2t-8jv,Frescos Raspados Water & Ice,Specialty Food Stores,All Other Specialty Food Stores,445299,33.392799,-112.09743,1810 W Southern Ave Ste 101,Phoenix,AZ,85041,135,86,3356,11,"{""android"":47,""ios"":37}",2021,9
22m-222@5z9-7qf-j7q,Five Diamond Vapor,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,452319,34.475086,-114.32646,2125 McCulloch Blvd N Ste C,Lake Havasu City,AZ,86403,104,81,4109,12.5,"{""android"":35,""ios"":44}",2021,9
222-223@8ts-zb7-h89,Diamond Shamrock Store 1645,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,33.307369,-111.75471,2367 S Val Vista Dr,Gilbert,AZ,85295,43,36,4044,6,"{""android"":15,""ios"":19}",2021,9
229-222@8ts-3pr-wx5,Walmart Neighborhood Market,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,452319,32.205742,-110.87383,5500 E 22nd St,Tucson,AZ,85711,1319,701,3499,16,"{""android"":492,""ios"":206}",2021,9
227-222@8tg-hvn-99f,Circle K,Grocery Stores,Convenience Stores,445120,35.212154,-111.60595,2718 N Steves Blvd,Flagstaff,AZ,86004,73,49,5141,7,"{""android"":31,""ios"":17}",2021,9
222-223@8ts-ckg-yqf,Liquor Factory,"Beer, Wine, and Liquor Stores","Beer, Wine, and Liquor Stores",445310,32.880035,-111.74155,930 E Florence Blvd,Casa Grande,AZ,85122,341,215,6042,16,"{""android"":133,""ios"":79}",2021,9
222-227@5zb-vnj-skf,Bashas' Supermarkets,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,33.509502,-112.33929,5115 N Dysart Rd,Litchfield Park,AZ,85340,114,69,2673,10,"{""android"":51,""ios"":16}",2021,9
zzw-227@5zb-wxb-c89,Safeway,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,33.608723,-112.06699,13440 N 7th St,Phoenix,AZ,85022,549,336,3411,18,"{""android"":198,""ios"":141}",2021,9
zzy-222@5zb-xds-bc5,Southwest Mushrooms,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,33.45573,-112.07307,Phoenix Public Market,Phoenix,AZ,85009,182,134,16850,11,"{""android"":58,""ios"":76}",2021,9
222-222@8ts-3nx-7h5,ampm,Grocery Stores,Convenience Stores,445120,32.180145,-110.95553,3601 S Park Ave,Tucson,AZ,85713,36,28,3813,7,"{""android"":26,""ios"":4}",2021,9
223-222@5zb-h6c-kpv,Dollar General,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,452319,34.154926,-114.27532,119 W Riverside Dr,Parker,AZ,85344,473,297,60216,14,"{""android"":145,""ios"":152}",2021,9
zzy-224@5zb-wx5-xt9,Watermill Express,Specialty Food Stores,All Other Specialty Food Stores,445299,33.626133,-112.01389,3147 E Greenway Rd,Phoenix,AZ,85032,65,62,5086,10,"{""android"":29,""ios"":31}",2021,9
222-222@5z9-78f-zmk,Dollar General,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,452319,34.511703,-114.3187,2825 Kiowa Blvd N,Lake Havasu City,AZ,86404,299,182,1869,8,"{""android"":101,""ios"":81}",2021,9
228-222@8ts-d2s-mc5,Watermill Express,Specialty Food Stores,All Other Specialty Food Stores,445299,33.39864,-112.0731,5225 S Central Ave,Phoenix,AZ,85040,47,39,4980,16,"{""android"":23,""ios"":17}",2021,9
22d-222@8tt-vy9-zmk,Mi Ranchito Meat Center,Specialty Food Stores,Meat Markets,445210,31.340923,-109.5548,648 N G Ave,Douglas,AZ,85607,109,66,3831,17,"{""android"":25,""ios"":38}",2021,9
zzw-222@8tt-q4n-bhq,Dollar Tree,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,452319,31.968868,-110.3043,547 W 4th St,Benson,AZ,85602,223,156,11170,11,"{""android"":119,""ios"":35}",2021,9
225-222@5zb-xkh-ysq,Circle K,Grocery Stores,Convenience Stores,445120,33.639858,-111.95935,5601 E Bell Rd,Scottsdale,AZ,85254,625,419,10085,7,"{""android"":181,""ios"":241}",2021,9
222-222@5zb-wtt-6hq,Craft Beer Quick Stop,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,33.656528,-112.06506,18655 N 7th St,Phoenix,AZ,85024,148,72,5239,12,"{""android"":45,""ios"":26}",2021,9
zzw-224@5zb-xcb-ty9,Tuesday Morning,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,452319,33.493965,-112.01546,3055 E Indian School Rd,Phoenix,AZ,85016,275,197,6159,18,"{""android"":102,""ios"":94}",2021,9
222-224@5zb-xgj-kzz,Albertsons,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,33.597664,-112.16719,5040 W Cactus Rd,Glendale,AZ,85304,696,432,2853,18,"{""android"":291,""ios"":141}",2021,9
223-222@5zb-xkm-mtv,Smart & Final,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,33.612473,-111.97622,13823 N Tatum Blvd,Phoenix,AZ,85032,482,275,5714,18,"{""android"":142,""ios"":133}",2021,9
zzw-222@8ts-zhk-gc5,Arizona Microgreens,Specialty Food Stores,Fruit and Vegetable Markets,445230,33.403805,-112.01453,3146 E Wier Ave,Phoenix,AZ,85040,118,67,7629,30,"{""android"":37,""ios"":28}",2021,9
zzw-228@5zb-xcp-bff,De La Ana European Delicatessen Store,Grocery Stores,Convenience Stores,445120,33.551949,-112.1004,7828 N 19th Ave Ste 5,Phoenix,AZ,85021,8,7,12134,9.5,"{""android"":0,""ios"":5}",2021,9
zzw-222@8ts-jx2-649,Dollar General,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,452319,32.896103,-109.82338,144 E. Us Highway 70,Pima,AZ,85543,221,130,7231,8,"{""android"":75,""ios"":56}",2021,9
zzy-228@5z9-spz-p35,Copper Country Fudge,Specialty Food Stores,Confectionery and Nut Stores,445292,34.750164,-112.11555,337 Main St,Jerome,AZ,86331,62,57,148510,23,"{""android"":40,""ios"":17}",2021,9
224-223@8sc-xjk-ks5,Dollar General,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,452319,32.64537,-114.41047,12680 S Foothills Blvd,Fortuna Foothills,AZ,85367,196,104,2450,8,"{""android"":64,""ios"":35}",2021,9
22b-222@8sc-r8p-r49,Hom's Market,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,32.719334,-114.62245,201 S Orange Ave,Yuma,AZ,85364,61,32,4532,81,"{""android"":14,""ios"":18}",2021,9
223-224@5zb-xm4-dgk,Fry's Food & Drug Stores,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,33.580837,-111.88965,10450 N 90th St,Scottsdale,AZ,85258,1237,782,7107,21,"{""android"":361,""ios"":422}",2021,9
zzw-224@5zb-wwx-mhq,99 Cents Only Stores,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,452319,33.640839,-112.15044,4240 W Bell Rd,Glendale,AZ,85308,864,556,4571,20,"{""android"":350,""ios"":207}",2021,9
222-222@5zb-xc7-hyv,Smart & Final,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,33.495674,-112.02232,2742 E Indian School Rd,Phoenix,AZ,85016,285,213,7044,14,"{""android"":111,""ios"":100}",2021,9
225-222@5zb-xbw-ty9,Brimley's Water & Ice,Specialty Food Stores,All Other Specialty Food Stores,445299,33.536797,-112.13276,3415 W Glendale Ave Ste 24,Phoenix,AZ,85051,100,28,8503,17.5,"{""android"":14,""ios"":12}",2021,9
222-228@8ts-zxh-3bk,Dollar Tree,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,452319,33.303242,-111.9958,4005 E Chandler Blvd,Phoenix,AZ,85048,451,364,3646,11,"{""android"":193,""ios"":169}",2021,9
226-222@8ts-zdb-ty9,Carniceria El Herradero,Grocery Stores,Convenience Stores,445120,33.298634,-111.84303,101 W Frye Rd,Chandler,AZ,85225,114,88,4137,9.5,"{""android"":52,""ios"":35}",2021,9
223-222@8ts-s5k-8jv,Paradise Valley Farms,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,32.412437,-109.92671,10175 N Fort Grant Rd,Willcox,AZ,85643,3,1,,1286,"{""android"":0,""ios"":0}",2021,9
22j-222@8ts-zg2-bp9,Circle K,Grocery Stores,Convenience Stores,445120,33.479744,-111.97771,4801 E Thomas Rd,Phoenix,AZ,85018,135,99,9077,9,"{""android"":71,""ios"":28}",2021,9
zzw-222@5zb-34p-3kf,Hot Diggity Dog & Sweet Things,Specialty Food Stores,Confectionery and Nut Stores,445292,35.590424,-114.27344,16020 N Pierce Ferry Rd,Dolan Springs,AZ,86441,30,20,4786,7,"{""android"":16,""ios"":5}",2021,9
222-222@8ts-zhz-tjv,Fry's Food & Drug Stores,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,33.379356,-111.91095,5100 S McClintock Dr,Tempe,AZ,85282,233,148,3718,21,"{""android"":93,""ios"":55}",2021,9
223-222@8tt-24q-mhq,Dollar Tree,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,452319,33.252766,-111.64009,21546 S Ellsworth Loop Rd,Queen Creek,AZ,85142,1547,1256,8296,19,"{""android"":671,""ios"":583}",2021,9
223-222@8sc-xqp-6c5,Dollar Tree,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,452319,32.70697,-114.60915,1130 S Castle Dome Ave,Yuma,AZ,85365,6,6,4954,22.5,"{""android"":5,""ios"":0}",2021,9
222-222@8ts-zff-cyv,Trader Joe's,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,33.422394,-111.92484,940 E University Dr,Tempe,AZ,85281,49,48,3865,15,"{""android"":18,""ios"":29}",2021,9
zzy-222@8th-8vw-3h5,Circle K,Grocery Stores,Convenience Stores,445120,34.111172,-109.29182,16 N Main St,Eagar,AZ,85925,1063,448,75652,7,"{""android"":251,""ios"":196}",2021,9
222-222@8ts-zr9-kzz,Circle K,Grocery Stores,Convenience Stores,445120,33.415977,-111.75424,3550 E Main St,Mesa,AZ,85213,371,203,3071,7,"{""android"":140,""ios"":60}",2021,9
225-223@5zb-ww7-m8v,Big Lots Stores,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,452319,33.609901,-112.13548,3543 W Thunderbird Rd,Phoenix,AZ,85053,334,240,3967,22,"{""android"":151,""ios"":84}",2021,9
227-224@8ts-zyc-45f,Walmart Supercenter,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,452319,33.308029,-111.90183,3460 W Chandler Blvd,Chandler,AZ,85226,3797,2105,7652,21,"{""android"":1195,""ios"":910}",2021,9
222-222@5zb-xg4-kmk,Safeway,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,33.638603,-112.29228,10926 W Bell Rd,Sun City,AZ,85351,399,252,4084,17,"{""android"":175,""ios"":72}",2021,9
zzw-226@5zb-xbn-nbk,Watermill Express,Specialty Food Stores,All Other Specialty Food Stores,445299,33.553371,-112.17014,1602 E Monroe St,Glendale,AZ,85034,89,59,2352,8,"{""android"":34,""ios"":23}",2021,9
zzy-222@8ts-zn8-8vz,Circle K,Grocery Stores,Convenience Stores,445120,33.37878,-111.68884,6761 E Baseline Rd,Gilbert,AZ,85236,82,65,12024,9,"{""android"":41,""ios"":21}",2021,9
227-222@5zb-xb5-249,99 Plus,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,452319,33.503159,-112.10046,4520 N 19th Ave,Phoenix,AZ,85015,230,176,6947,23,"{""android"":85,""ios"":90}",2021,9
226-222@8ts-zy8-gkz,Dollar Tree,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,452319,33.245392,-111.84447,4180 S Arizona Ave Ste 6,Chandler,AZ,85248,424,348,4044,12,"{""android"":122,""ios"":217}",2021,9
zzw-222@5zb-xkg-dsq,Dollar Tree,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,452319,33.640182,-112.00964,3329 E Bell Rd Ste C,Phoenix,AZ,85032,397,310,4126,10,"{""android"":169,""ios"":141}",2021,9
223-222@8ts-zj7-k75,7-Eleven,Grocery Stores,Convenience Stores,445120,33.334576,-111.87701,2025 W Warner Rd,Chandler,AZ,85224,237,133,7198,10,"{""android"":70,""ios"":62}",2021,9
223-222@8ts-zb3-7t9,Gilbert Convenient Mart,"Beer, Wine, and Liquor Stores","Beer, Wine, and Liquor Stores",445310,33.35231,-111.79001,118 N Gilbert Rd,Gilbert,AZ,85234,79,68,5160,7,"{""android"":39,""ios"":29}",2021,9
223-222@8tt-vy9-mhq,Dollar Tree,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,452319,31.337593,-109.56229,90 E 3rd St Ste 1301B6,Douglas,AZ,85607,9,9,4157,35,"{""android"":6,""ios"":0}",2021,9
222-222@8sc-xqj-vcq,Green Trees Grocery Outlet,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,32.709,-114.61637,495 E 10th St,Yuma,AZ,85364,65,57,5297,20,"{""android"":38,""ios"":18}",2021,9
zzy-222@8tt-pt7-nwk,Dollar General,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,452319,31.969015,-110.43513,306 N Mescal Rd,Mescal,AZ,85602,135,64,3897,8,"{""android"":44,""ios"":23}",2021,9
zzw-225@8ts-zxk-yy9,AJ's Fine Foods,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,33.317944,-111.96443,7131 W Ray Rd,Chandler,AZ,85226,727,469,9898,16,"{""android"":205,""ios"":262}",2021,9
222-222@5z9-7pm-9j9,Sundance Country Deli,Grocery Stores,Convenience Stores,445120,34.476788,-114.34748,121 Lake Havasu Ave N,Lake Havasu City,AZ,86403,166,128,202496,7,"{""android"":59,""ios"":68}",2021,9
222-222@8ts-d4y-fvf,Fry's Food & Drug Stores,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,33.433979,-112.3043,11425 W Buckeye Rd,Avondale,AZ,85323,2901,1412,2484,19,"{""android"":811,""ios"":600}",2021,9
zzw-222@5zb-wtj-yqf,ampm,Grocery Stores,Convenience Stores,445120,33.683117,-112.11676,2635 W Deer Valley Rd,Phoenix,AZ,85027,83,56,2123,7,"{""android"":38,""ios"":15}",2021,9
222-222@8sc-r8m-3h5,Food City Arizona,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,32.713898,-114.6352,1240 W 8th St,Yuma,AZ,85364,399,262,2492,10,"{""android"":150,""ios"":109}",2021,9
226-224@8ts-zr7-v75,Nut Juice,Specialty Food Stores,Fruit and Vegetable Markets,445230,33.414856,-111.8165,659 E Main St,Mesa,AZ,85203,221,110,5795,29,"{""android"":67,""ios"":40}",2021,9
22h-222@8ts-d48-rff,Foothills Dollar Plus,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,452319,33.305378,-112.05688,1241 E Chandler Blvd Ste 110,Phoenix,AZ,85048,275,163,2390,14,"{""android"":80,""ios"":79}",2021,9
zzw-222@5zb-xd2-5mk,Carniceria Guasave,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,33.466293,-112.13796,3632 W McDowell Rd,Phoenix,AZ,85009,114,90,3814,10.5,"{""android"":53,""ios"":38}",2021,9
223-222@5zb-xb5-xdv,Hacienda Carniceria La,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,33.502392,-112.11668,4501 N 27th Ave,Phoenix,AZ,85017,242,147,3377,7,"{""android"":98,""ios"":47}",2021,9
zzw-223@5zb-xbw-vzz,Dollar Tree,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,452319,33.539082,-112.13808,3636 W Glendale Ave,Phoenix,AZ,85051,695,388,4340,36,"{""android"":223,""ios"":164}",2021,9
224-223@5zb-xb5-jgk,Dollar General,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,452319,33.509022,-112.10032,1901 W Camelback Rd,Phoenix,AZ,85015,375,234,7011,13,"{""android"":143,""ios"":91}",2021,9
zzw-222@5zb-ww3-9mk,B & F General Contracting,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,452319,33.708565,-112.08345,24420 N 7th Ave,Phoenix,AZ,85085,16,13,3906,29,"{""android"":7,""ios"":6}",2021,9
22m-222@8ts-3j2-bx5,Circle K,Grocery Stores,Convenience Stores,445120,32.220398,-110.78929,15 S Harrison Rd,Tucson,AZ,85748,365,223,3304,6,"{""android"":136,""ios"":90}",2021,9
zzw-223@5zb-xch-7kf,America's Branded Beef,Specialty Food Stores,Fruit and Vegetable Markets,445230,33.570236,-112.1096,2330 W Mission Ln Ste 3,Phoenix,AZ,85021,16,12,11167,60,"{""android"":7,""ios"":5}",2021,9
222-222@5zb-vnj-x89,Candy Cravers Coffee,Specialty Food Stores,Confectionery and Nut Stores,445292,33.514732,-112.34708,13335 W Missouri Ave,Litchfield Park,AZ,85340,440,95,5327,16,"{""android"":50,""ios"":43}",2021,9
222-223@8tt-7z3-59f,Tomato Sales,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,31.352285,-110.96497,1600 W La Quinta Rd,Nogales,AZ,85621,56,33,99053,15.5,"{""android"":20,""ios"":11}",2021,9
zzy-222@5zb-8xv-tjv,Family Dollar Stores,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,452319,33.782818,-113.61113,66952 Hope Lane,Salome,AZ,85348,95,43,17242,8,"{""android"":28,""ios"":13}",2021,9
222-222@8tt-24q-h3q,Circle K,Grocery Stores,Convenience Stores,445120,33.249077,-111.63383,21895 S Ellsworth Rd,Queen Creek,AZ,85142,2826,1889,11422,533,"{""android"":1596,""ios"":297}",2021,9
zzw-222@5zb-xnp-94v,Rocky Mountain Chocolate Factory,Specialty Food Stores,Confectionery and Nut Stores,445292,33.55405,-111.88177,9210 E Via de Ventura Ste 108,Scottsdale,AZ,85258,189,98,25740,29,"{""android"":42,""ios"":55}",2021,9
222-226@8tt-22j-mkz,Corner Store,Grocery Stores,Convenience Stores,445120,33.249222,-111.62728,21198 E Ocotillo Rd,Queen Creek,AZ,85142,378,312,6323,6,"{""android"":163,""ios"":150}",2021,9
222-222@8th-j5h-4n5,Tuesday Morning,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,452319,34.778728,-111.76195,6601 State Route 179,Sedona,AZ,86351,109,55,173687,124,"{""android"":28,""ios"":25}",2021,9
zzy-223@8ts-d26-9zz,Watermill Express,Specialty Food Stores,All Other Specialty Food Stores,445299,33.362709,-112.16846,5035 W Dobbins Rd,Laveen,AZ,85339,78,41,3499,13.5,"{""android"":29,""ios"":11}",2021,9
